year,Month,Day,Max at 7h (�F),Min at 7h (�F),max temp,Min at 7h (�C)
1899,3,23,44,28,6.7,-2.2
1899,3,24,46,31,7.8,-0.6
1899,3,25,51,34,10.6,1.1
1899,3,26,52,46,11.1,7.8
1899,3,27,54,48,12.2,8.9
1899,3,28,53,49,11.7,9.4
1899,3,29,56,49,13.3,9.4
1899,3,30,53,49,11.7,9.4
1899,3,31,61,49,16.1,9.4
1899,4,1,54,47,12.2,8.3
1899,4,2,53,47,11.7,8.3
1899,4,3,59,48,15,8.9
1899,4,4,58,50,14.4,10
1899,4,5,55,45,12.8,7.2
1899,4,6,53,45,11.7,7.2
1899,4,7,49,45,9.4,7.2
1899,4,8,51,43,10.6,6.1
1899,4,9,58,44,14.4,6.7
1899,4,10,54,50,12.2,10
1899,4,11,51,40,10.6,4.4
1899,4,12,49,36,9.4,2.2
1899,4,13,51,40,10.6,4.4
1899,4,14,52,39,11.1,3.9
1899,4,15,51,39,10.6,3.9
1899,4,16,52,37,11.1,2.8
1899,4,17,51,37,10.6,2.8
1899,4,18,53,35,11.7,1.7
1899,4,19,54,42,12.2,5.6
1899,4,20,53,45,11.7,7.2
1899,4,21,55,42,12.8,5.6
1899,4,22,53,39,11.7,3.9
1899,4,23,56,45,13.3,7.2
1899,4,24,56,48,13.3,8.9
1899,4,25,54,42,12.2,5.6
1899,4,26,56,40,13.3,4.4
1899,4,27,53,48,11.7,8.9
1899,4,28,55,50,12.8,10
1899,4,29,58,50,14.4,10
1899,4,30,53,48,11.7,8.9
1899,5,1,56,50,13.3,10
1899,5,2,55,50,12.8,10
1899,5,3,56,45,13.3,7.2
1899,5,4,53,44,11.7,6.7
1899,5,5,53,46,11.7,7.8
1899,5,6,54,40,12.2,4.4
1899,5,7,55,40,12.8,4.4
1899,5,8,56,40,13.3,4.4
1899,5,9,56,45,13.3,7.2
1899,5,10,56,48,13.3,8.9
1899,5,11,56,47,13.3,8.3
1899,5,12,54,50,12.2,10
1899,5,13,54,48,12.2,8.9
1899,5,14,54,41,12.2,5
1899,5,15,54,42,12.2,5.6
1899,5,16,54,40,12.2,4.4
1899,5,17,55,44,12.8,6.7
1899,5,18,58,45,14.4,7.2
1899,5,19,55,48,12.8,8.9
1899,5,20,58,51,14.4,10.6
1899,5,21,60,45,15.6,7.2
1899,5,22,58,50,14.4,10
1899,5,23,59,50,15,10
1899,5,24,58,49,14.4,9.4
1899,5,25,55,48,12.8,8.9
1899,5,26,55,45,12.8,7.2
1899,5,27,58,40,14.4,4.4
1899,5,28,59,43,15,6.1
1899,5,29,59,45,15,7.2
1899,5,30,61,50,16.1,10
1899,5,31,60,52,15.6,11.1
1899,6,1,62,55,16.7,12.8
1899,6,2,63,50,17.2,10
1899,6,3,62,49,16.7,9.4
1899,6,4,66,51,18.9,10.6
1899,6,5,68,54,20,12.2
1899,6,6,67,52,19.4,11.1
1899,6,7,73,59,22.8,15
1899,6,8,66,56,18.9,13.3
1899,6,9,67,56,19.4,13.3
1899,6,10,68,54,20,12.2
1899,6,11,69,55,20.6,12.8
1899,6,12,71,55,21.7,12.8
1899,6,13,68,56,20,13.3
1899,6,14,67,55,19.4,12.8
1899,6,15,70,55,21.1,12.8
1899,6,16,73,56,22.8,13.3
1899,6,17,65,55,18.3,12.8
1899,6,18,63,54,17.2,12.2
1899,6,19,58,49,14.4,9.4
1899,6,20,56,48,13.3,8.9
1899,6,21,59,49,15,9.4
1899,6,22,66,52,18.9,11.1
1899,6,23,66,55,18.9,12.8
1899,6,24,66,53,18.9,11.7
1899,6,25,72,55,22.2,12.8
1899,6,26,67,59,19.4,15
1899,6,27,61,57,16.1,13.9
1899,6,28,67,58,19.4,14.4
1899,6,29,64,53,17.8,11.7
1899,6,30,63,52,17.2,11.1
1899,7,1,62,52,16.7,11.1
1899,7,2,60,50,15.6,10
1899,7,3,62,52,16.7,11.1
1899,7,4,69,52,20.6,11.1
1899,7,5,69,56,20.6,13.3
1899,7,6,66,58,18.9,14.4
1899,7,7,66,58,18.9,14.4
1899,7,8,65,55,18.3,12.8
1899,7,9,64,58,17.8,14.4
1899,7,10,63,55,17.2,12.8
1899,7,11,60,55,15.6,12.8
1899,7,12,64,52,17.8,11.1
1899,7,13,64,50,17.8,10
1899,7,14,64,56,17.8,13.3
1899,7,15,65,55,18.3,12.8
1899,7,16,65,54,18.3,12.2
1899,7,17,66,55,18.9,12.8
1899,7,18,63,57,17.2,13.9
1899,7,19,65,58,18.3,14.4
1899,7,20,70,59,21.1,15
1899,7,21,68,59,20,15
1899,7,22,72,58,22.2,14.4
1899,7,23,70,60,21.1,15.6
1899,7,24,65,56,18.3,13.3
1899,7,25,66,55,18.9,12.8
1899,7,26,70,60,21.1,15.6
1899,7,27,68,53,20,11.7
1899,7,28,67,52,19.4,11.1
1899,7,29,71,53,21.7,11.7
1899,7,30,69,57,20.6,13.9
1899,7,31,68,57,20,13.9
1899,8,1,70,55,21.1,12.8
1899,8,2,72,57,22.2,13.9
1899,8,3,72,62,22.2,16.7
1899,8,4,69,61,20.6,16.1
1899,8,5,67,60,19.4,15.6
1899,8,6,70,61,21.1,16.1
1899,8,7,70,61,21.1,16.1
1899,8,8,69,60,20.6,15.6
1899,8,9,70,62,21.1,16.7
1899,8,10,69,55,20.6,12.8
1899,8,11,70,55,21.1,12.8
1899,8,12,70,55,21.1,12.8
1899,8,13,69,56,20.6,13.3
1899,8,14,70,57,21.1,13.9
1899,8,15,71,60,21.7,15.6
1899,8,16,69,52,20.6,11.1
1899,8,17,70,59,21.1,15
1899,8,18,74,58,23.3,14.4
1899,8,19,71,55,21.7,12.8
1899,8,20,70,58,21.1,14.4
1899,8,21,72,56,22.2,13.3
1899,8,22,72,56,22.2,13.3
1899,8,23,72,58,22.2,14.4
1899,8,24,72,65,22.2,18.3
1899,8,25,71,62,21.7,16.7
1899,8,26,69,60,20.6,15.6
1899,8,27,68,60,20,15.6
1899,8,28,69,54,20.6,12.2
1899,8,29,68,58,20,14.4
1899,8,30,68,56,20,13.3
1899,8,31,67,55,19.4,12.8
1899,9,1,64,55,17.8,12.8
1899,9,2,65,54,18.3,12.2
1899,9,3,67,56,19.4,13.3
1899,9,4,67,60,19.4,15.6
1899,9,5,68,60,20,15.6
1899,9,6,65,60,18.3,15.6
1899,9,7,68,58,20,14.4
1899,9,8,68,55,20,12.8
1899,9,9,67,51,19.4,10.6
1899,9,10,69,54,20.6,12.2
1899,9,11,68,58,20,14.4
1899,9,12,66,53,18.9,11.7
1899,9,13,66,55,18.9,12.8
1899,9,14,65,48,18.3,8.9
1899,9,15,64,50,17.8,10
1899,9,16,63,52,17.2,11.1
1899,9,17,66,56,18.9,13.3
1899,9,18,61,54,16.1,12.2
1899,9,19,61,53,16.1,11.7
1899,9,20,58,50,14.4,10
1899,9,21,61,48,16.1,8.9
1899,9,22,58,50,14.4,10
1899,9,23,60,49,15.6,9.4
1899,9,24,61,50,16.1,10
1899,9,25,63,50,17.2,10
1899,9,26,59,49,15,9.4
1899,9,27,55,48,12.8,8.9
1899,9,28,56,43,13.3,6.1
1899,9,29,54,42,12.2,5.6
1899,9,30,54,40,12.2,4.4
1899,10,1,56,44,13.3,6.7
1899,10,2,59,48,15,8.9
1899,10,3,59,47,15,8.3
1899,10,4,57,49,13.9,9.4
1899,10,5,57,42,13.9,5.6
1899,10,6,55,37,12.8,2.8
1899,10,7,56,40,13.3,4.4
1899,10,8,60,39,15.6,3.9
1899,10,9,61,43,16.1,6.1
1899,10,10,61,54,16.1,12.2
1899,10,11,58,55,14.4,12.8
1899,10,12,55,51,12.8,10.6
1899,10,13,57,42,13.9,5.6
1899,10,14,54,38,12.2,3.3
1899,10,15,56,40,13.3,4.4
1899,10,16,57,53,13.9,11.7
1899,10,17,57,54,13.9,12.2
1899,10,18,60,54,15.6,12.2
1899,10,19,60,54,15.6,12.2
1899,10,20,59,50,15,10
1899,10,21,58,48,14.4,8.9
1899,10,22,58,47,14.4,8.3
1899,10,23,58,48,14.4,8.9
1899,10,24,57,44,13.9,6.7
1899,10,25,58,46,14.4,7.8
1899,10,26,57,56,13.9,13.3
1899,10,27,55,49,12.8,9.4
1899,10,28,59,40,15,4.4
1899,10,29,58,54,14.4,12.2
1899,10,30,54,43,12.2,6.1
1899,10,31,58,45,14.4,7.2
1899,11,1,56,48,13.3,8.9
1899,11,2,57,52,13.9,11.1
1899,11,3,56,55,13.3,12.8
1899,11,4,58,46,14.4,7.8
1899,11,5,57,43,13.9,6.1
1899,11,6,55,45,12.8,7.2
1899,11,7,56,48,13.3,8.9
1899,11,8,54,43,12.2,6.1
1899,11,9,56,43,13.3,6.1
1899,11,10,54,49,12.2,9.4
1899,11,11,54,41,12.2,5
1899,11,12,55,42,12.8,5.6
1899,11,13,55,46,12.8,7.8
1899,11,14,53,44,11.7,6.7
1899,11,15,55,42,12.8,5.6
1899,11,16,54,45,12.2,7.2
1899,11,17,53,48,11.7,8.9
1899,11,18,56,49,13.3,9.4
1899,11,19,53,48,11.7,8.9
1899,11,20,52,47,11.1,8.3
1899,11,21,53,47,11.7,8.3
1899,11,22,52,43,11.1,6.1
1899,11,23,53,46,11.7,7.8
1899,11,24,54,50,12.2,10
1899,11,25,54,50,12.2,10
1899,11,26,54,50,12.2,10
1899,11,27,55,50,12.8,10
1899,11,28,55,50,12.8,10
1899,11,29,53,49,11.7,9.4
1899,11,30,55,48,12.8,8.9
1899,12,1,50,49,10,9.4
1899,12,2,51,38,10.6,3.3
1899,12,3,54,39,12.2,3.9
1899,12,4,54,50,12.2,10
1899,12,5,54,52,12.2,11.1
1899,12,6,54,52,12.2,11.1
1899,12,7,52,45,11.1,7.2
1899,12,8,50,43,10,6.1
1899,12,9,47,38,8.3,3.3
1899,12,10,48,39,8.9,3.9
1899,12,11,49,45,9.4,7.2
1899,12,12,48,41,8.9,5
1899,12,13,47,38,8.3,3.3
1899,12,14,40,37,4.4,2.8
1899,12,15,51,30,10.6,-1.1
1899,12,16,52,32,11.1,0
1899,12,17,46,45,7.8,7.2
1899,12,18,48,38,8.9,3.3
1899,12,19,50,45,10,7.2
1899,12,20,51,46,10.6,7.8
1899,12,21,51,48,10.6,8.9
1899,12,22,50,47,10,8.3
1899,12,23,50,45,10,7.2
1899,12,24,49,46,9.4,7.8
1899,12,25,43,39,6.1,3.9
1899,12,26,42,40,5.6,4.4
1899,12,27,46,30,7.8,-1.1
1899,12,28,49,30,9.4,-1.1
1899,12,29,46,43,7.8,6.1
1899,12,30,44,36,6.7,2.2
1899,12,31,50,33,10,0.6
1900,1,1,50,36,10,2.2
1900,1,2,46,42,7.8,5.6
1900,1,3,46,38,7.8,3.3
1900,1,4,45,38,7.2,3.3
1900,1,5,50,33,10,0.6
1900,1,6,50,35,10,1.7
1900,1,7,48,36,8.9,2.2
1900,1,8,52,40,11.1,4.4
1900,1,9,48,42,8.9,5.6
1900,1,10,50,42,10,5.6
1900,1,11,51,44,10.6,6.7
1900,1,12,52,49,11.1,9.4
1900,1,13,51,42,10.6,5.6
1900,1,14,47,38,8.3,3.3
1900,1,15,49,39,9.4,3.9
1900,1,16,49,42,9.4,5.6
1900,1,17,49,45,9.4,7.2
1900,1,18,50,37,10,2.8
1900,1,19,52,41,11.1,5
1900,1,20,51,38,10.6,3.3
1900,1,21,54,38,12.2,3.3
1900,1,22,54,42,12.2,5.6
1900,1,23,51,46,10.6,7.8
1900,1,24,51,47,10.6,8.3
1900,1,25,52,44,11.1,6.7
1900,1,26,53,45,11.7,7.2
1900,1,27,45,39,7.2,3.9
1900,1,28,45,40,7.2,4.4
1900,1,29,45,36,7.2,2.2
1900,1,30,44,32,6.7,0
1900,1,31,41,33,5,0.6
1900,2,1,42,37,5.6,2.8
1900,2,2,45,35,7.2,1.7
1900,2,3,41,32,5,0
1900,2,4,40,33,4.4,0.6
1900,2,5,40,32,4.4,0
1900,2,6,41,30,5,-1.1
1900,2,7,41,29,5,-1.7
1900,2,8,43,30,6.1,-1.1
1900,2,9,42,35,5.6,1.7
1900,2,10,33,31,0.6,-0.6
1900,2,11,39,25,3.9,-3.9
1900,2,12,39,25,3.9,-3.9
1900,2,13,38,27,3.3,-2.8
1900,2,14,49,28,9.4,-2.2
1900,2,15,50,30,10,-1.1
1900,2,16,49,40,9.4,4.4
1900,2,17,46,40,7.8,4.4
1900,2,18,49,38,9.4,3.3
1900,2,19,46,39,7.8,3.9
1900,2,20,44,38,6.7,3.3
1900,2,21,47,32,8.3,0
1900,2,22,52,34,11.1,1.1
1900,2,23,54,41,12.2,5
1900,2,24,54,46,12.2,7.8
1900,2,25,50,42,10,5.6
1900,2,26,48,42,8.9,5.6
1900,2,27,47,42,8.3,5.6
1900,2,28,44,39,6.7,3.9
1900,3,1,44,38,6.7,3.3
1900,3,2,44,37,6.7,2.8
1900,3,3,46,38,7.8,3.3
1900,3,4,47,38,8.3,3.3
1900,3,5,45,35,7.2,1.7
1900,3,6,47,40,8.3,4.4
1900,3,7,43,40,6.1,4.4
1900,3,8,43,40,6.1,4.4
1900,3,9,47,39,8.3,3.9
1900,3,10,49,39,9.4,3.9
1900,3,11,52,41,11.1,5
1900,3,12,52,41,11.1,5
1900,3,13,53,40,11.7,4.4
1900,3,14,49,41,9.4,5
1900,3,15,50,41,10,5
1900,3,16,43,36,6.1,2.2
1900,3,17,41,32,5,0
1900,3,18,42,32,5.6,0
1900,3,19,43,34,6.1,1.1
1900,3,20,44,34,6.7,1.1
1900,3,21,51,35,10.6,1.7
1900,3,22,44,34,6.7,1.1
1900,3,23,49,38,9.4,3.3
1900,3,24,44,35,6.7,1.7
1900,3,25,44,35,6.7,1.7
1900,3,26,46,34,7.8,1.1
1900,3,27,47,34,8.3,1.1
1900,3,28,50,37,10,2.8
1900,3,29,46,36,7.8,2.2
1900,3,30,49,39,9.4,3.9
1900,3,31,51,41,10.6,5
1900,4,1,47,45,8.3,7.2
1900,4,2,55,43,12.8,6.1
1900,4,3,55,44,12.8,6.7
1900,4,4,47,41,8.3,5
1900,4,5,49,38,9.4,3.3
1900,4,6,52,42,11.1,5.6
1900,4,7,51,40,10.6,4.4
1900,4,8,49,42,9.4,5.6
1900,4,9,51,44,10.6,6.7
1900,4,10,51,42,10.6,5.6
1900,4,11,52,47,11.1,8.3
1900,4,12,55,45,12.8,7.2
1900,4,13,56,46,13.3,7.8
1900,4,14,55,48,12.8,8.9
1900,4,15,53,47,11.7,8.3
1900,4,16,54,44,12.2,6.7
1900,4,17,58,45,14.4,7.2
1900,4,18,56,50,13.3,10
1900,4,19,56,46,13.3,7.8
1900,4,20,56,50,13.3,10
1900,4,21,54,47,12.2,8.3
1900,4,22,56,50,13.3,10
1900,4,23,58,48,14.4,8.9
1900,4,24,55,46,12.8,7.8
1900,4,25,54,46,12.2,7.8
1900,4,26,55,46,12.8,7.8
1900,4,27,54,45,12.2,7.2
1900,4,28,55,46,12.8,7.8
1900,4,29,57,46,13.9,7.8
1900,4,30,56,50,13.3,10
1900,5,1,56,44,13.3,6.7
1900,5,2,57,49,13.9,9.4
1900,5,3,54,45,12.2,7.2
1900,5,4,54,47,12.2,8.3
1900,5,5,54,45,12.2,7.2
1900,5,6,56,48,13.3,8.9
1900,5,7,58,49,14.4,9.4
1900,5,8,56,49,13.3,9.4
1900,5,9,54,46,12.2,7.8
1900,5,10,53,48,11.7,8.9
1900,5,11,56,48,13.3,8.9
1900,5,12,56,47,13.3,8.3
1900,5,13,51,44,10.6,6.7
1900,5,14,52,40,11.1,4.4
1900,5,15,55,41,12.8,5
1900,5,16,60,48,15.6,8.9
1900,5,17,60,46,15.6,7.8
1900,5,18,63,46,17.2,7.8
1900,5,19,56,48,13.3,8.9
1900,5,20,57,46,13.9,7.8
1900,5,21,55,52,12.8,11.1
1900,5,22,56,48,13.3,8.9
1900,5,23,56,50,13.3,10
1900,5,24,57,47,13.9,8.3
1900,5,25,57,45,13.9,7.2
1900,5,26,55,51,12.8,10.6
1900,5,27,57,52,13.9,11.1
1900,5,28,58,51,14.4,10.6
1900,5,29,61,48,16.1,8.9
1900,5,30,60,48,15.6,8.9
1900,5,31,60,48,15.6,8.9
1900,6,1,61,45,16.1,7.2
1900,6,2,67,49,19.4,9.4
1900,6,3,65,54,18.3,12.2
1900,6,4,66,55,18.9,12.8
1900,6,5,62,57,16.7,13.9
1900,6,6,64,55,17.8,12.8
1900,6,7,61,52,16.1,11.1
1900,6,8,57,52,13.9,11.1
1900,6,9,57,54,13.9,12.2
1900,6,10,56,54,13.3,12.2
1900,6,11,56,53,13.3,11.7
1900,6,12,60,52,15.6,11.1
1900,6,13,62,54,16.7,12.2
1900,6,14,58,54,14.4,12.2
1900,6,15,63,55,17.2,12.8
1900,6,16,61,55,16.1,12.8
1900,6,17,64,52,17.8,11.1
1900,6,18,62,52,16.7,11.1
1900,6,19,60,55,15.6,12.8
1900,6,20,61,50,16.1,10
1900,6,21,62,50,16.7,10
1900,6,22,59,51,15,10.6
1900,6,23,61,49,16.1,9.4
1900,6,24,60,54,15.6,12.2
1900,6,25,62,54,16.7,12.2
1900,6,26,61,50,16.1,10
1900,6,27,61,52,16.1,11.1
1900,6,28,61,48,16.1,8.9
1900,6,29,60,54,15.6,12.2
1900,6,30,59,54,15,12.2
1900,7,1,60,54,15.6,12.2
1900,7,2,61,51,16.1,10.6
1900,7,3,62,52,16.7,11.1
1900,7,4,59,54,15,12.2
1900,7,5,65,54,18.3,12.2
1900,7,6,63,54,17.2,12.2
1900,7,7,65,53,18.3,11.7
1900,7,8,64,52,17.8,11.1
1900,7,9,64,55,17.8,12.8
1900,7,10,64,56,17.8,13.3
1900,7,11,61,54,16.1,12.2
1900,7,12,66,55,18.9,12.8
1900,7,13,60,57,15.6,13.9
1900,7,14,66,58,18.9,14.4
1900,7,15,60,54,15.6,12.2
1900,7,16,70,56,21.1,13.3
1900,7,17,63,55,17.2,12.8
1900,7,18,65,59,18.3,15
1900,7,19,68,56,20,13.3
1900,7,20,65,60,18.3,15.6
1900,7,21,65,59,18.3,15
1900,7,22,70,60,21.1,15.6
1900,7,23,69,58,20.6,14.4
1900,7,24,70,61,21.1,16.1
1900,7,25,68,58,20,14.4
1900,7,26,69,58,20.6,14.4
1900,7,27,68,54,20,12.2
1900,7,28,70,59,21.1,15
1900,7,29,69,56,20.6,13.3
1900,7,30,70,55,21.1,12.8
1900,7,31,68,58,20,14.4
1900,8,1,65,55,18.3,12.8
1900,8,2,62,54,16.7,12.2
1900,8,3,64,55,17.8,12.8
1900,8,4,66,51,18.9,10.6
1900,8,5,66,54,18.9,12.2
1900,8,6,61,54,16.1,12.2
1900,8,7,62,51,16.7,10.6
1900,8,8,63,50,17.2,10
1900,8,9,62,55,16.7,12.8
1900,8,10,64,55,17.8,12.8
1900,8,11,65,51,18.3,10.6
1900,8,12,65,52,18.3,11.1
1900,8,13,65,50,18.3,10
1900,8,14,68,51,20,10.6
1900,8,15,70,58,21.1,14.4
1900,8,16,67,55,19.4,12.8
1900,8,17,67,56,19.4,13.3
1900,8,18,66,55,18.9,12.8
1900,8,19,61,57,16.1,13.9
1900,8,20,64,57,17.8,13.9
1900,8,21,65,56,18.3,13.3
1900,8,22,61,53,16.1,11.7
1900,8,23,62,54,16.7,12.2
1900,8,24,65,55,18.3,12.8
1900,8,25,65,55,18.3,12.8
1900,8,26,63,55,17.2,12.8
1900,8,27,65,50,18.3,10
1900,8,28,62,50,16.7,10
1900,8,29,65,52,18.3,11.1
1900,8,30,66,50,18.9,10
1900,8,31,64,54,17.8,12.2
1900,9,1,66,59,18.9,15
1900,9,2,63,53,17.2,11.7
1900,9,3,63,47,17.2,8.3
1900,9,4,65,47,18.3,8.3
1900,9,5,65,46,18.3,7.8
1900,9,6,65,46,18.3,7.8
1900,9,7,67,48,19.4,8.9
1900,9,8,64,56,17.8,13.3
1900,9,9,66,57,18.9,13.9
1900,9,10,66,58,18.9,14.4
1900,9,11,64,50,17.8,10
1900,9,12,65,48,18.3,8.9
1900,9,13,65,50,18.3,10
1900,9,14,63,54,17.2,12.2
1900,9,15,63,58,17.2,14.4
1900,9,16,65,58,18.3,14.4
1900,9,17,63,59,17.2,15
1900,9,18,63,55,17.2,12.8
1900,9,19,64,47,17.8,8.3
1900,9,20,63,54,17.2,12.2
1900,9,21,64,58,17.8,14.4
1900,9,22,64,59,17.8,15
1900,9,23,62,59,16.7,15
1900,9,24,61,54,16.1,12.2
1900,9,25,62,46,16.7,7.8
1900,9,26,61,50,16.1,10
1900,9,27,60,54,15.6,12.2
1900,9,28,60,52,15.6,11.1
1900,9,29,60,48,15.6,8.9
1900,9,30,58,51,14.4,10.6
1900,10,1,60,48,15.6,8.9
1900,10,2,58,51,14.4,10.6
1900,10,3,57,42,13.9,5.6
1900,10,4,58,45,14.4,7.2
1900,10,5,58,46,14.4,7.8
1900,10,6,60,48,15.6,8.9
1900,10,7,61,57,16.1,13.9
1900,10,8,60,57,15.6,13.9
1900,10,9,59,54,15,12.2
1900,10,10,56,48,13.3,8.9
1900,10,11,55,40,12.8,4.4
1900,10,12,55,44,12.8,6.7
1900,10,13,57,48,13.9,8.9
1900,10,14,51,44,10.6,6.7
1900,10,15,57,45,13.9,7.2
1900,10,16,57,46,13.9,7.8
1900,10,17,57,48,13.9,8.9
1900,10,18,57,47,13.9,8.3
1900,10,19,56,42,13.3,5.6
1900,10,20,55,44,12.8,6.7
1900,10,21,53,46,11.7,7.8
1900,10,22,58,40,14.4,4.4
1900,10,23,58,48,14.4,8.9
1900,10,24,58,54,14.4,12.2
1900,10,25,54,49,12.2,9.4
1900,10,26,51,41,10.6,5
1900,10,27,50,41,10,5
1900,10,28,53,41,11.7,5
1900,10,29,54,48,12.2,8.9
1900,10,30,57,48,13.9,8.9
1900,10,31,57,52,13.9,11.1
1900,11,1,59,51,15,10.6
1900,11,2,57,48,13.9,8.9
1900,11,3,56,54,13.3,12.2
1900,11,4,55,45,12.8,7.2
1900,11,5,55,46,12.8,7.8
1900,11,6,50,49,10,9.4
1900,11,7,54,44,12.2,6.7
1900,11,8,57,45,13.9,7.2
1900,11,9,46,44,7.8,6.7
1900,11,10,43,37,6.1,2.8
1900,11,11,52,37,11.1,2.8
1900,11,12,58,43,14.4,6.1
1900,11,13,57,46,13.9,7.8
1900,11,14,48,44,8.9,6.7
1900,11,15,52,45,11.1,7.2
1900,11,16,50,47,10,8.3
1900,11,17,48,42,8.9,5.6
1900,11,18,48,36,8.9,2.2
1900,11,19,47,37,8.3,2.8
1900,11,20,43,40,6.1,4.4
1900,11,21,48,35,8.9,1.7
1900,11,22,48,38,8.9,3.3
1900,11,23,49,40,9.4,4.4
1900,11,24,52,45,11.1,7.2
1900,11,25,52,43,11.1,6.1
1900,11,26,53,38,11.7,3.3
1900,11,27,53,37,11.7,2.8
1900,11,28,46,40,7.8,4.4
1900,11,29,48,39,8.9,3.9
1900,11,30,51,40,10.6,4.4
1900,12,1,50,48,10,8.9
1900,12,2,49,44,9.4,6.7
1900,12,3,55,42,12.8,5.6
1900,12,4,53,46,11.7,7.8
1900,12,5,55,49,12.8,9.4
1900,12,6,49,48,9.4,8.9
1900,12,7,53,45,11.7,7.2
1900,12,8,55,47,12.8,8.3
1900,12,9,53,48,11.7,8.9
1900,12,10,52,41,11.1,5
1900,12,11,53,47,11.7,8.3
1900,12,12,53,51,11.7,10.6
1900,12,13,52,45,11.1,7.2
1900,12,14,53,44,11.7,6.7
1900,12,15,50,48,10,8.9
1900,12,16,52,46,11.1,7.8
1900,12,17,51,49,10.6,9.4
1900,12,18,46,42,7.8,5.6
1900,12,19,53,38,11.7,3.3
1900,12,20,53,46,11.7,7.8
1900,12,21,46,42,7.8,5.6
1900,12,22,49,38,9.4,3.3
1900,12,23,50,35,10,1.7
1900,12,24,53,40,11.7,4.4
1900,12,25,53,50,11.7,10
1900,12,26,51,43,10.6,6.1
1900,12,27,49,39,9.4,3.9
1900,12,28,46,42,7.8,5.6
1900,12,29,50,40,10,4.4
1900,12,30,50,45,10,7.2
1900,12,31,46,40,7.8,4.4
1901,1,1,48,40,8.9,4.4
1901,1,2,50,36,10,2.2
1901,1,3,50,40,10,4.4
1901,1,4,50,48,10,8.9
1901,1,5,49,46,9.4,7.8
1901,1,6,42,40,5.6,4.4
1901,1,7,41,37,5,2.8
1901,1,8,40,34,4.4,1.1
1901,1,9,38,33,3.3,0.6
1901,1,10,41,34,5,1.1
1901,1,11,48,37,8.9,2.8
1901,1,12,49,40,9.4,4.4
1901,1,13,49,45,9.4,7.2
1901,1,14,49,47,9.4,8.3
1901,1,15,49,47,9.4,8.3
1901,1,16,50,47,10,8.3
1901,1,17,51,40,10.6,4.4
1901,1,18,48,42,8.9,5.6
1901,1,19,47,42,8.3,5.6
1901,1,20,51,41,10.6,5
1901,1,21,52,43,11.1,6.1
1901,1,22,52,48,11.1,8.9
1901,1,23,47,35,8.3,1.7
1901,1,24,51,36,10.6,2.2
1901,1,25,46,39,7.8,3.9
1901,1,26,52,40,11.1,4.4
1901,1,27,52,46,11.1,7.8
1901,1,28,43,40,6.1,4.4
1901,1,29,37,32,2.8,0
1901,1,30,41,32,5,0
1901,1,31,43,34,6.1,1.1
1901,2,1,42,34,5.6,1.1
1901,2,2,45,35,7.2,1.7
1901,2,3,43,36,6.1,2.2
1901,2,4,46,34,7.8,1.1
1901,2,5,42,35,5.6,1.7
1901,2,6,42,32,5.6,0
1901,2,7,42,31,5.6,-0.6
1901,2,8,47,35,8.3,1.7
1901,2,9,44,41,6.7,5
1901,2,10,45,40,7.2,4.4
1901,2,11,43,39,6.1,3.9
1901,2,12,40,30,4.4,-1.1
1901,2,13,46,29,7.8,-1.7
1901,2,14,39,34,3.9,1.1
1901,2,15,45,29,7.2,-1.7
1901,2,16,44,30,6.7,-1.1
1901,2,17,46,35,7.8,1.7
1901,2,18,46,33,7.8,0.6
1901,2,19,44,37,6.7,2.8
1901,2,20,45,37,7.2,2.8
1901,2,21,46,32,7.8,0
1901,2,22,46,34,7.8,1.1
1901,2,23,48,35,8.9,1.7
1901,2,24,48,40,8.9,4.4
1901,2,25,48,41,8.9,5
1901,2,26,46,41,7.8,5
1901,2,27,52,40,11.1,4.4
1901,2,28,51,39,10.6,3.9
1901,3,1,46,40,7.8,4.4
1901,3,2,45,39,7.2,3.9
1901,3,3,48,38,8.9,3.3
1901,3,4,52,40,11.1,4.4
1901,3,5,48,41,8.9,5
1901,3,6,47,39,8.3,3.9
1901,3,7,48,40,8.9,4.4
1901,3,8,51,40,10.6,4.4
1901,3,9,50,38,10,3.3
1901,3,10,51,40,10.6,4.4
1901,3,11,52,41,11.1,5
1901,3,12,52,45,11.1,7.2
1901,3,13,51,46,10.6,7.8
1901,3,14,45,43,7.2,6.1
1901,3,15,46,37,7.8,2.8
1901,3,16,48,38,8.9,3.3
1901,3,17,44,39,6.7,3.9
1901,3,18,44,41,6.7,5
1901,3,19,45,37,7.2,2.8
1901,3,20,48,35,8.9,1.7
1901,3,21,46,37,7.8,2.8
1901,3,22,43,36,6.1,2.2
1901,3,23,44,35,6.7,1.7
1901,3,24,45,40,7.2,4.4
1901,3,25,45,35,7.2,1.7
1901,3,26,45,30,7.2,-1.1
1901,3,27,43,33,6.1,0.6
1901,3,28,45,30,7.2,-1.1
1901,3,29,46,31,7.8,-0.6
1901,3,30,48,40,8.9,4.4
1901,3,31,48,37,8.9,2.8
1901,4,1,49,36,9.4,2.2
1901,4,2,49,40,9.4,4.4
1901,4,3,48,41,8.9,5
1901,4,4,48,39,8.9,3.9
1901,4,5,50,39,10,3.9
1901,4,6,52,41,11.1,5
1901,4,7,49,44,9.4,6.7
1901,4,8,50,41,10,5
1901,4,9,51,40,10.6,4.4
1901,4,10,50,41,10,5
1901,4,11,52,39,11.1,3.9
